internalTaxonId,conservationNeededCode,conservationNeededName
22706710,2.1,Site/area management
22706710,2.1,Site/area management
22706710,6.1,Linked enterprises & livelihood alternatives
22706710,1.1,Site/area protection
22708108,2.1,Site/area management
22708108,6.2,Substitution
22708108,6.1,Linked enterprises & livelihood alternatives
22708108,5.4.3,Sub-national level
22708108,5.4.3,Sub-national level
22708108,4.3,Awareness & communications
22708108,1.1,Site/area protection
22708108,1.1,Site/area protection
22713069,2.1,Site/area management
22713069,1.1,Site/area protection
2475,3.1.1,Harvest management
22678869,1.2,Resource & habitat protection
22678869,4.3,Awareness & communications
22678869,4.1,Formal education
22678869,1.1,Site/area protection
22678869,3.4.1,Captive breeding/artificial propagation
22697488,2.1,Site/area management
22697488,2.1,Site/area management
22697488,4.3,Awareness & communications
22697488,3.4.1,Captive breeding/artificial propagation
22697488,3.3.1,Reintroduction
22708433,1.2,Resource & habitat protection
22720246,2.1,Site/area management
22709004,1.2,Resource & habitat protection
22709004,1.1,Site/area protection
22688620,5.1.2,National level
22688620,5.1.2,National level
22715170,5.1.2,National level
22678815,6.1,Linked enterprises & livelihood alternatives
22678815,5.1.2,National level
22678815,4.3,Awareness & communications
22678815,4.1,Formal education
22678815,1.1,Site/area protection
22696565,2.2,Invasive/problematic species control
22696565,2.2,Invasive/problematic species control
22696565,2.1,Site/area management
22696565,4.3,Awareness & communications
22696565,1.1,Site/area protection
22708058,4.3,Awareness & communications
103890694,5.1.2,National level
103890694,5.1.2,National level
22719155,2.2,Invasive/problematic species control
22719155,3.4.1,Captive breeding/artificial propagation
22719155,2.1,Site/area management
22685356,5.1.1,International level
22707678,1.1,Site/area protection
22714569,1.2,Resource & habitat protection
22717903,1.2,Resource & habitat protection
103762448,1.1,Site/area protection
103762448,6.1,Linked enterprises & livelihood alternatives
22694629,2.2,Invasive/problematic species control
22709858,1.1,Site/area protection
22715899,1.1,Site/area protection
103773898,2.1,Site/area management
22682632,1.1,Site/area protection
22682632,4.3,Awareness & communications
22679875,5.2,Policies and regulations
22679875,1.1,Site/area protection
22694299,2.2,Invasive/problematic species control
22694299,5.4.1,International level
22694299,5.1.2,National level
22694299,5.1.2,National level
22694299,1.1,Site/area protection
132438298,2.2,Invasive/problematic species control
132438298,3.2,Species recovery
22694160,1.2,Resource & habitat protection
22694379,2.1,Site/area management
22694379,1.1,Site/area protection
22694641,2.2,Invasive/problematic species control
22694841,3.1.1,Harvest management
22696657,1.1,Site/area protection
22696657,3.1.1,Harvest management
22696766,2.1,Site/area management
22696766,5.4.1,International level
22696766,5.4.2,National level
22696766,4.3,Awareness & communications
22696766,1.2,Resource & habitat protection
22696766,3.2,Species recovery
22696766,1.1,Site/area protection
22696766,4.2,Training
22696806,5.4.1,International level
22696806,3.2,Species recovery
22696806,2.1,Site/area management
22697728,3.1.1,Harvest management
22697728,2.1,Site/area management
22697728,2.2,Invasive/problematic species control
22697852,2.1,Site/area management
22697852,5.1.1,International level
22697859,5.3,Private sector standards & codes
22697859,2.1,Site/area management
22697896,3.2,Species recovery
22697896,5.1.3,Sub-national level
22697896,2.2,Invasive/problematic species control
22697896,3.3.1,Reintroduction
22697896,2.1,Site/area management
22698005,1.1,Site/area protection
22698035,2.1,Site/area management
22698035,2.2,Invasive/problematic species control
22698035,3.2,Species recovery
22698035,1.1,Site/area protection
22698035,4.3,Awareness & communications
22698132,2.2,Invasive/problematic species control
22698132,3.1.1,Harvest management
22698132,4.3,Awareness & communications
22698132,5.1.2,National level
22698136,5.4.1,International level
22698140,5.2,Policies and regulations
22698140,2.2,Invasive/problematic species control
22698226,2.2,Invasive/problematic species control
22698226,5.4.3,Sub-national level
22698226,5.1.1,International level
22698226,5.3,Private sector standards & codes
22698305,5.1.1,International level
22698314,2.2,Invasive/problematic species control
22698375,5.1.1,International level
22698398,5.1.1,International level
22698477,2.2,Invasive/problematic species control
22698520,2.1,Site/area management
22698520,2.2,Invasive/problematic species control
22698520,5.1.3,Sub-national level
22728011,2.2,Invasive/problematic species control
22728011,4.3,Awareness & communications
22728323,1.1,Site/area protection
22728323,3.2,Species recovery
22728328,2.2,Invasive/problematic species control
22728328,1.1,Site/area protection
22728364,5.1.1,International level
22728364,2.2,Invasive/problematic species control
22729421,6.2,Substitution
22729421,4.3,Awareness & communications
22729421,5.4.2,National level
22729609,5.4.1,International level
22736135,2.2,Invasive/problematic species control
22736135,3.2,Species recovery
45959182,2.2,Invasive/problematic species control
45959182,1.2,Resource & habitat protection
22697583,2.1,Site/area management
22697583,6.1,Linked enterprises & livelihood alternatives
22697583,5.4.3,Sub-national level
22697583,5.1.1,International level
22697583,4.3,Awareness & communications
22697583,1.1,Site/area protection
58388781,2.1,Site/area management
58388781,1.2,Resource & habitat protection
58388781,3.4.2,Genome resource bank
64563588,1.2,Resource & habitat protection
64563588,3.4.1,Captive breeding/artificial propagation
64563588,1.1,Site/area protection
64563588,3.4.2,Genome resource bank
64594069,2.1,Site/area management
64594069,1.2,Resource & habitat protection
64594069,3.4.2,Genome resource bank
64593898,2.1,Site/area management
64593898,1.2,Resource & habitat protection
64593898,3.4.1,Captive breeding/artificial propagation
64593898,3.4.2,Genome resource bank
64593882,2.1,Site/area management
64593882,1.2,Resource & habitat protection
64593882,3.4.1,Captive breeding/artificial propagation
64593882,3.4.2,Genome resource bank
64594105,2.1,Site/area management
64594105,1.2,Resource & habitat protection
64594105,3.4.2,Genome resource bank
65611883,1.2,Resource & habitat protection
65611883,3.4.1,Captive breeding/artificial propagation
65611883,1.1,Site/area protection
65611883,3.4.2,Genome resource bank
68002818,1.2,Resource & habitat protection
68002818,3.4.1,Captive breeding/artificial propagation
68002818,1.1,Site/area protection
68002818,3.4.2,Genome resource bank
68002650,2.1,Site/area management
68002650,1.2,Resource & habitat protection
68002650,3.4.1,Captive breeding/artificial propagation
68002650,3.4.2,Genome resource bank
68002565,1.2,Resource & habitat protection
68002565,3.4.1,Captive breeding/artificial propagation
68002565,1.1,Site/area protection
68002565,3.4.2,Genome resource bank
68002611,2.1,Site/area management
68002611,1.2,Resource & habitat protection
68002611,3.4.1,Captive breeding/artificial propagation
68002611,1.1,Site/area protection
68002611,3.4.2,Genome resource bank
68002767,1.2,Resource & habitat protection
68002767,3.4.1,Captive breeding/artificial propagation
68002767,1.1,Site/area protection
68002767,3.4.2,Genome resource bank
68002556,2.1,Site/area management
68002556,3.4.1,Captive breeding/artificial propagation
68002556,1.1,Site/area protection
68002556,3.4.2,Genome resource bank
68501351,1.2,Resource & habitat protection
68501351,3.4.1,Captive breeding/artificial propagation
68501351,1.1,Site/area protection
68501351,3.4.2,Genome resource bank
68501416,2.1,Site/area management
68501416,1.2,Resource & habitat protection
68501416,3.4.1,Captive breeding/artificial propagation
68501416,1.1,Site/area protection
68501416,3.4.2,Genome resource bank
68501483,1.2,Resource & habitat protection
68501483,3.4.1,Captive breeding/artificial propagation
68501483,1.1,Site/area protection
68501483,3.4.2,Genome resource bank
69222356,1.2,Resource & habitat protection
69222356,3.4.1,Captive breeding/artificial propagation
69222356,1.1,Site/area protection
69222356,3.4.2,Genome resource bank
69291993,2.1,Site/area management
69291993,1.2,Resource & habitat protection
69291993,3.4.1,Captive breeding/artificial propagation
69291993,3.4.2,Genome resource bank
70102689,2.1,Site/area management
70102689,1.2,Resource & habitat protection
70102689,3.4.1,Captive breeding/artificial propagation
70102689,3.4.2,Genome resource bank
70102655,2.1,Site/area management
70102655,1.2,Resource & habitat protection
70102655,3.4.1,Captive breeding/artificial propagation
70102655,1.1,Site/area protection
70102655,3.4.2,Genome resource bank
70102296,2.1,Site/area management
70102296,1.2,Resource & habitat protection
70102296,3.4.1,Captive breeding/artificial propagation
70102296,3.4.2,Genome resource bank
70102337,2.1,Site/area management
70102337,1.2,Resource & habitat protection
70102337,3.4.1,Captive breeding/artificial propagation
70102337,3.4.2,Genome resource bank
182736,2.1,Site/area management
85999299,4.3,Awareness & communications
85999299,3.4.2,Genome resource bank
108615447,1.2,Resource & habitat protection
108615447,4.3,Awareness & communications
108615447,1.1,Site/area protection
108615447,3.1.2,Trade management
108615447,6.1,Linked enterprises & livelihood alternatives
108619334,1.2,Resource & habitat protection
108619334,1.1,Site/area protection
55094095,2.3,Habitat & natural process restoration
60376,2.1,Site/area management
126025102,3.4.2,Genome resource bank
128050348,3.4.1,Captive breeding/artificial propagation
134502186,2.2,Invasive/problematic species control
134502186,4.3,Awareness & communications
134502186,1.1,Site/area protection
60358,2.3,Habitat & natural process restoration
60358,2.1,Site/area management
61262,2.3,Habitat & natural process restoration
61262,2.1,Site/area management
61262,5.2,Policies and regulations
61262,4.3,Awareness & communications
61262,3.1.1,Harvest management
61243,2.3,Habitat & natural process restoration
61243,2.1,Site/area management
61224,2.3,Habitat & natural process restoration
61224,2.1,Site/area management
61224,5.2,Policies and regulations
61224,4.3,Awareness & communications
61224,3.1.1,Harvest management
60355,2.3,Habitat & natural process restoration
9194,2.1,Site/area management
9194,6.1,Linked enterprises & livelihood alternatives
9194,1.2,Resource & habitat protection
9194,3.1.2,Trade management
9194,3.1.1,Harvest management
186101,2.1,Site/area management
50301841,3.4.2,Genome resource bank
50301860,3.4.2,Genome resource bank
54424648,4.3,Awareness & communications
57498289,2.1,Site/area management
57498289,5.2,Policies and regulations
57498289,4.3,Awareness & communications
58388796,2.1,Site/area management
58388796,1.2,Resource & habitat protection
58388796,3.4.1,Captive breeding/artificial propagation
58388796,3.4.2,Genome resource bank
58388805,1.2,Resource & habitat protection
58388805,3.4.1,Captive breeding/artificial propagation
58388805,1.1,Site/area protection
58388805,3.4.2,Genome resource bank
58388813,2.1,Site/area management
58388813,1.2,Resource & habitat protection
58388813,3.4.1,Captive breeding/artificial propagation
58388813,3.4.2,Genome resource bank
64563604,1.2,Resource & habitat protection
64563604,3.4.1,Captive breeding/artificial propagation
64563604,3.4.2,Genome resource bank
64563604,1.1,Site/area protection
64593889,2.1,Site/area management
64593889,1.2,Resource & habitat protection
64593889,3.4.1,Captive breeding/artificial propagation
64593889,3.4.2,Genome resource bank
64594057,1.2,Resource & habitat protection
64594057,3.4.1,Captive breeding/artificial propagation
64594057,1.1,Site/area protection
64594057,3.4.2,Genome resource bank
64593890,2.1,Site/area management
64593890,1.2,Resource & habitat protection
64593890,3.4.1,Captive breeding/artificial propagation
64593890,3.4.2,Genome resource bank
64594076,2.1,Site/area management
64594076,1.2,Resource & habitat protection
64594076,3.4.1,Captive breeding/artificial propagation
64594076,3.4.2,Genome resource bank
66151220,1.1,Site/area protection
65523552,2.1,Site/area management
65523552,1.2,Resource & habitat protection
65523552,3.4.2,Genome resource bank
65611948,1.2,Resource & habitat protection
65611948,3.4.1,Captive breeding/artificial propagation
65611948,1.1,Site/area protection
65611948,3.4.2,Genome resource bank
65611953,1.2,Resource & habitat protection
65611953,3.4.1,Captive breeding/artificial propagation
65611953,1.1,Site/area protection
65611953,3.4.2,Genome resource bank
65611928,1.2,Resource & habitat protection
65611928,3.4.1,Captive breeding/artificial propagation
65611928,1.1,Site/area protection
65611928,3.4.2,Genome resource bank
66177854,1.1,Site/area protection
68002682,2.1,Site/area management
68002682,1.2,Resource & habitat protection
68002682,3.4.2,Genome resource bank
68002622,2.1,Site/area management
68002622,1.2,Resource & habitat protection
68002622,3.4.1,Captive breeding/artificial propagation
68002622,3.4.2,Genome resource bank
68002807,2.1,Site/area management
68002807,1.2,Resource & habitat protection
68002807,3.4.1,Captive breeding/artificial propagation
68002807,3.4.2,Genome resource bank
68002419,2.1,Site/area management
68002419,1.2,Resource & habitat protection
68002419,3.4.1,Captive breeding/artificial propagation
68002419,3.4.2,Genome resource bank
68002525,1.2,Resource & habitat protection
68002525,3.4.1,Captive breeding/artificial propagation
68002525,1.1,Site/area protection
68002525,3.4.2,Genome resource bank
68002392,2.1,Site/area management
68002392,3.4.1,Captive breeding/artificial propagation
68002392,1.1,Site/area protection
68002392,3.4.2,Genome resource bank
68002738,2.1,Site/area management
68002738,1.2,Resource & habitat protection
68002738,3.4.1,Captive breeding/artificial propagation
68002738,3.4.2,Genome resource bank
68002629,1.2,Resource & habitat protection
68002629,3.4.1,Captive breeding/artificial propagation
68002629,1.1,Site/area protection
68002629,3.4.2,Genome resource bank
68501352,1.2,Resource & habitat protection
68501352,3.4.1,Captive breeding/artificial propagation
68501352,1.1,Site/area protection
68501352,3.4.2,Genome resource bank
68501461,2.1,Site/area management
68501461,1.2,Resource & habitat protection
68501461,3.4.1,Captive breeding/artificial propagation
68501461,3.4.2,Genome resource bank
69291986,2.1,Site/area management
69291986,1.2,Resource & habitat protection
69291986,3.4.1,Captive breeding/artificial propagation
69291986,3.4.2,Genome resource bank
70102370,2.1,Site/area management
70102370,1.2,Resource & habitat protection
70102370,3.4.1,Captive breeding/artificial propagation
70102370,3.4.2,Genome resource bank
70102527,2.1,Site/area management
70102527,1.2,Resource & habitat protection
70102527,3.4.1,Captive breeding/artificial propagation
70102527,3.4.2,Genome resource bank
70102244,1.2,Resource & habitat protection
70102244,3.4.1,Captive breeding/artificial propagation
70102244,1.1,Site/area protection
70102244,3.4.2,Genome resource bank
70102444,2.1,Site/area management
70102444,3.4.1,Captive breeding/artificial propagation
70102444,1.1,Site/area protection
70102444,3.4.2,Genome resource bank
70102491,2.1,Site/area management
70102491,1.2,Resource & habitat protection
70102491,3.4.1,Captive breeding/artificial propagation
70102491,3.4.2,Genome resource bank
70102545,2.1,Site/area management
70102545,1.2,Resource & habitat protection
70102545,3.4.1,Captive breeding/artificial propagation
70102545,3.4.2,Genome resource bank
70102356,2.1,Site/area management
70102356,3.4.1,Captive breeding/artificial propagation
70102356,1.1,Site/area protection
70102356,3.4.2,Genome resource bank
70102122,2.1,Site/area management
70102122,1.2,Resource & habitat protection
70102122,3.4.1,Captive breeding/artificial propagation
70102122,3.4.2,Genome resource bank
32253,1.2,Resource & habitat protection
32253,3.4.2,Genome resource bank
32253,3.4.1,Captive breeding/artificial propagation
95366551,1.1,Site/area protection
95366572,3.4.1,Captive breeding/artificial propagation
95366583,3.4.1,Captive breeding/artificial propagation
101537854,3.4.2,Genome resource bank
108609554,1.2,Resource & habitat protection
109200510,2.1,Site/area management
109200510,4.3,Awareness & communications
109200510,1.1,Site/area protection
110096839,4.3,Awareness & communications
110096839,1.1,Site/area protection
120962736,2.2,Invasive/problematic species control
120962736,1.1,Site/area protection
128046272,3.4.2,Genome resource bank
128046272,3.4.1,Captive breeding/artificial propagation
128046756,6.2,Substitution
128046756,4.3,Awareness & communications
128046756,3.4.2,Genome resource bank
128046756,3.4.1,Captive breeding/artificial propagation
34216,6.2,Substitution
34216,4.3,Awareness & communications
34216,3.4.2,Genome resource bank
34216,3.4.1,Captive breeding/artificial propagation
203725,3.2,Species recovery
182126,2.3,Habitat & natural process restoration
182126,2.1,Site/area management
60404,2.1,Site/area management
58388768,2.1,Site/area management
58388768,1.2,Resource & habitat protection
58388768,3.4.1,Captive breeding/artificial propagation
58388768,3.4.2,Genome resource bank
58388791,1.2,Resource & habitat protection
58388791,3.4.1,Captive breeding/artificial propagation
58388791,1.1,Site/area protection
58388791,3.4.2,Genome resource bank
58388777,1.2,Resource & habitat protection
58388777,3.4.1,Captive breeding/artificial propagation
58388777,1.1,Site/area protection
58388777,3.4.2,Genome resource bank
62027797,4.2,Training
62027797,1.1,Site/area protection
62027797,3.1.2,Trade management
62027797,3.1.1,Harvest management
64563634,2.1,Site/area management
64563634,1.2,Resource & habitat protection
64563634,3.4.1,Captive breeding/artificial propagation
64563634,3.4.2,Genome resource bank
64563504,2.1,Site/area management
64563504,1.2,Resource & habitat protection
64563504,3.4.1,Captive breeding/artificial propagation
64563504,3.4.2,Genome resource bank
64593903,2.1,Site/area management
64593903,1.2,Resource & habitat protection
64593903,3.4.2,Genome resource bank
64593884,2.1,Site/area management
64593884,1.2,Resource & habitat protection
64593884,3.4.1,Captive breeding/artificial propagation
64593884,3.4.2,Genome resource bank
64594063,2.1,Site/area management
64594063,1.2,Resource & habitat protection
64594063,3.4.1,Captive breeding/artificial propagation
64594063,3.4.2,Genome resource bank
64593926,2.1,Site/area management
64593926,1.2,Resource & habitat protection
64593926,3.4.1,Captive breeding/artificial propagation
64593926,3.4.2,Genome resource bank
64594073,2.1,Site/area management
64594073,1.2,Resource & habitat protection
64594073,3.4.1,Captive breeding/artificial propagation
64594073,3.4.2,Genome resource bank
64594083,2.1,Site/area management
64594083,1.2,Resource & habitat protection
64594083,3.4.1,Captive breeding/artificial propagation
64594083,3.4.2,Genome resource bank
64593984,2.1,Site/area management
64593984,1.2,Resource & habitat protection
64593984,3.4.1,Captive breeding/artificial propagation
64593984,3.4.2,Genome resource bank
64594035,2.1,Site/area management
64594035,1.2,Resource & habitat protection
64594035,3.4.1,Captive breeding/artificial propagation
64594035,3.4.2,Genome resource bank
64593931,2.1,Site/area management
64593931,1.2,Resource & habitat protection
64593931,3.4.1,Captive breeding/artificial propagation
64593931,3.4.2,Genome resource bank
64593894,2.1,Site/area management
64593894,1.2,Resource & habitat protection
64593894,3.4.1,Captive breeding/artificial propagation
64593894,3.4.2,Genome resource bank
64593939,2.1,Site/area management
64593939,1.2,Resource & habitat protection
64593939,3.4.1,Captive breeding/artificial propagation
64593939,3.4.2,Genome resource bank
64593971,2.1,Site/area management
64593971,1.2,Resource & habitat protection
64593971,3.4.1,Captive breeding/artificial propagation
64593971,3.4.2,Genome resource bank
64593975,2.1,Site/area management
64593975,1.2,Resource & habitat protection
64593975,3.4.1,Captive breeding/artificial propagation
64593975,3.4.2,Genome resource bank
66105064,1.2,Resource & habitat protection
66105064,1.1,Site/area protection
66105064,2.1,Site/area management
66151151,1.2,Resource & habitat protection
66151151,1.1,Site/area protection
66151276,1.1,Site/area protection
65523555,2.1,Site/area management
65523555,1.2,Resource & habitat protection
65523555,3.4.2,Genome resource bank
65523551,1.2,Resource & habitat protection
65523551,3.4.1,Captive breeding/artificial propagation
65523551,1.1,Site/area protection
65523551,3.4.2,Genome resource bank
65611912,1.2,Resource & habitat protection
65611912,3.4.1,Captive breeding/artificial propagation
65611912,1.1,Site/area protection
65611912,3.4.2,Genome resource bank
68002780,2.1,Site/area management
68002780,1.2,Resource & habitat protection
68002780,3.4.1,Captive breeding/artificial propagation
68002780,3.4.2,Genome resource bank
68002509,1.2,Resource & habitat protection
68002509,3.4.1,Captive breeding/artificial propagation
68002509,1.1,Site/area protection
68002509,3.4.2,Genome resource bank
68002341,1.2,Resource & habitat protection
68002341,3.4.1,Captive breeding/artificial propagation
68002341,1.1,Site/area protection
68002341,3.4.2,Genome resource bank
68002561,2.1,Site/area management
68002561,1.2,Resource & habitat protection
68002561,3.4.1,Captive breeding/artificial propagation
68002561,3.4.2,Genome resource bank
68002766,1.2,Resource & habitat protection
68002766,3.4.1,Captive breeding/artificial propagation
68002766,1.1,Site/area protection
68002766,3.4.2,Genome resource bank
68002768,2.1,Site/area management
68002768,1.2,Resource & habitat protection
68002768,3.4.1,Captive breeding/artificial propagation
68002768,3.4.2,Genome resource bank
68002463,1.2,Resource & habitat protection
68002463,1.1,Site/area protection
68002463,3.4.2,Genome resource bank
68002789,1.2,Resource & habitat protection
68002789,3.4.1,Captive breeding/artificial propagation
68002789,1.1,Site/area protection
68002789,3.4.2,Genome resource bank
68501317,1.2,Resource & habitat protection
68501317,3.4.1,Captive breeding/artificial propagation
68501317,1.1,Site/area protection
68501317,3.4.2,Genome resource bank
68501451,2.1,Site/area management
68501451,3.4.1,Captive breeding/artificial propagation
68501451,1.1,Site/area protection
68501451,3.4.2,Genome resource bank
68501555,1.2,Resource & habitat protection
68501555,3.4.1,Captive breeding/artificial propagation
68501555,1.1,Site/area protection
68501555,3.4.2,Genome resource bank
69222370,1.2,Resource & habitat protection
69222370,1.1,Site/area protection
69222370,3.4.2,Genome resource bank
70102212,2.1,Site/area management
70102212,1.2,Resource & habitat protection
70102212,3.4.1,Captive breeding/artificial propagation
70102212,3.4.2,Genome resource bank
70102394,2.1,Site/area management
70102394,1.2,Resource & habitat protection
70102394,3.4.1,Captive breeding/artificial propagation
70102394,3.4.2,Genome resource bank
70102530,1.2,Resource & habitat protection
70102530,3.4.1,Captive breeding/artificial propagation
70102530,1.1,Site/area protection
70102530,3.4.2,Genome resource bank
70102457,2.1,Site/area management
70102457,1.2,Resource & habitat protection
70102457,3.4.1,Captive breeding/artificial propagation
70102457,3.4.2,Genome resource bank
70102200,2.1,Site/area management
70102200,1.2,Resource & habitat protection
70102200,3.4.1,Captive breeding/artificial propagation
70102200,3.4.2,Genome resource bank
70102770,2.1,Site/area management
70102770,1.2,Resource & habitat protection
70102770,3.4.2,Genome resource bank
70102778,2.1,Site/area management
70102778,1.2,Resource & habitat protection
70102778,3.4.1,Captive breeding/artificial propagation
70102778,3.4.2,Genome resource bank
70102219,2.1,Site/area management
70102219,1.2,Resource & habitat protection
70102219,3.4.1,Captive breeding/artificial propagation
70102219,3.4.2,Genome resource bank
70102745,2.1,Site/area management
70102745,3.4.1,Captive breeding/artificial propagation
70102745,1.1,Site/area protection
70102745,3.4.2,Genome resource bank
70102818,2.1,Site/area management
70102818,1.2,Resource & habitat protection
70102818,3.4.1,Captive breeding/artificial propagation
70102818,3.4.2,Genome resource bank
70102724,2.1,Site/area management
70102724,1.2,Resource & habitat protection
70102724,3.4.1,Captive breeding/artificial propagation
70102724,3.4.2,Genome resource bank
70102510,2.1,Site/area management
70102510,1.2,Resource & habitat protection
70102510,3.4.1,Captive breeding/artificial propagation
70102510,1.1,Site/area protection
70102510,3.4.2,Genome resource bank
70102587,2.1,Site/area management
70102587,1.2,Resource & habitat protection
70102587,3.4.1,Captive breeding/artificial propagation
70102587,3.4.2,Genome resource bank
70102357,2.1,Site/area management
70102357,1.2,Resource & habitat protection
70102357,3.4.1,Captive breeding/artificial propagation
70102357,1.1,Site/area protection
70102357,3.4.2,Genome resource bank
185457,3.1.1,Harvest management
185457,1.1,Site/area protection
183002,2.1,Site/area management
182655,2.1,Site/area management
103003779,3.4.2,Genome resource bank
103003779,3.4.1,Captive breeding/artificial propagation
103003779,4.3,Awareness & communications
108612952,1.2,Resource & habitat protection
108612952,4.3,Awareness & communications
108612952,1.1,Site/area protection
110074293,2.1,Site/area management
110074293,4.3,Awareness & communications
120955453,1.2,Resource & habitat protection
120955453,4.3,Awareness & communications
120955453,1.1,Site/area protection
120955807,1.2,Resource & habitat protection
120960913,6.1,Linked enterprises & livelihood alternatives
120960913,1.2,Resource & habitat protection
120960913,1.1,Site/area protection
120960913,4.3,Awareness & communications
120962681,1.1,Site/area protection
123133997,1.1,Site/area protection
123133997,1.2,Resource & habitat protection
123133997,4.3,Awareness & communications
128048712,3.4.2,Genome resource bank
128048712,3.4.1,Captive breeding/artificial propagation
63238,2.1,Site/area management
63238,2.3,Habitat & natural process restoration
60415,2.1,Site/area management
61309,2.1,Site/area management
50301823,1.2,Resource & habitat protection
50301823,3.4.2,Genome resource bank
58388806,2.1,Site/area management
58388806,1.2,Resource & habitat protection
58388806,3.4.1,Captive breeding/artificial propagation
58388806,3.4.2,Genome resource bank
58388814,2.1,Site/area management
58388814,3.4.2,Genome resource bank
58388790,2.1,Site/area management
58388790,1.2,Resource & habitat protection
58388790,3.4.2,Genome resource bank
58388785,2.1,Site/area management
58388785,1.2,Resource & habitat protection
58388785,3.4.1,Captive breeding/artificial propagation
58388785,3.4.2,Genome resource bank
64563532,2.1,Site/area management
64563532,1.2,Resource & habitat protection
64563532,3.4.1,Captive breeding/artificial propagation
64563532,3.4.2,Genome resource bank
64594098,2.1,Site/area management
64594098,1.2,Resource & habitat protection
64594098,3.4.1,Captive breeding/artificial propagation
64594098,3.4.2,Genome resource bank
66105340,1.1,Site/area protection
66151239,2.1,Site/area management
66151239,1.2,Resource & habitat protection
66151239,1.1,Site/area protection
65611885,1.2,Resource & habitat protection
65611885,3.4.1,Captive breeding/artificial propagation
65611885,1.1,Site/area protection
65611885,3.4.2,Genome resource bank
65611987,1.2,Resource & habitat protection
65611987,3.4.1,Captive breeding/artificial propagation
65611987,1.1,Site/area protection
65611987,3.4.2,Genome resource bank
68002572,1.2,Resource & habitat protection
68002572,3.4.1,Captive breeding/artificial propagation
68002572,3.4.2,Genome resource bank
68002522,2.1,Site/area management
68002522,1.2,Resource & habitat protection
68002522,3.4.2,Genome resource bank
68002598,1.2,Resource & habitat protection
68002598,3.4.1,Captive breeding/artificial propagation
68002598,1.1,Site/area protection
68002598,3.4.2,Genome resource bank
68002806,2.1,Site/area management
68002806,1.2,Resource & habitat protection
68002806,3.4.1,Captive breeding/artificial propagation
68002806,3.4.2,Genome resource bank
68002338,2.1,Site/area management
68002338,1.2,Resource & habitat protection
68002338,3.4.1,Captive breeding/artificial propagation
68002338,3.4.2,Genome resource bank
68002659,1.2,Resource & habitat protection
68002659,3.4.1,Captive breeding/artificial propagation
68002659,1.1,Site/area protection
68002659,3.4.2,Genome resource bank
68002426,2.1,Site/area management
68002426,1.2,Resource & habitat protection
68002426,3.4.1,Captive breeding/artificial propagation
68002426,3.4.2,Genome resource bank
68002642,1.2,Resource & habitat protection
68002642,1.1,Site/area protection
68002642,3.4.2,Genome resource bank
68002427,2.1,Site/area management
68002427,3.4.2,Genome resource bank
68501531,1.2,Resource & habitat protection
68501531,3.4.1,Captive breeding/artificial propagation
68501531,1.1,Site/area protection
68501531,3.4.2,Genome resource bank
68501460,1.2,Resource & habitat protection
68501460,3.4.1,Captive breeding/artificial propagation
68501460,1.1,Site/area protection
68501460,3.4.2,Genome resource bank
68501423,2.1,Site/area management
68501423,1.2,Resource & habitat protection
68501423,3.4.1,Captive breeding/artificial propagation
68501423,3.4.2,Genome resource bank
69221953,2.1,Site/area management
69221953,1.2,Resource & habitat protection
69221953,3.4.1,Captive breeding/artificial propagation
69221953,3.4.2,Genome resource bank
69222328,1.2,Resource & habitat protection
69222328,3.4.1,Captive breeding/artificial propagation
69222328,1.1,Site/area protection
69222328,3.4.2,Genome resource bank
69222310,1.2,Resource & habitat protection
69222310,3.4.1,Captive breeding/artificial propagation
69222310,1.1,Site/area protection
69222310,3.4.2,Genome resource bank
69291991,2.1,Site/area management
69291991,1.2,Resource & habitat protection
69291991,3.4.1,Captive breeding/artificial propagation
69291991,3.4.2,Genome resource bank
70102776,2.1,Site/area management
70102776,1.2,Resource & habitat protection
70102776,3.4.1,Captive breeding/artificial propagation
70102776,3.4.2,Genome resource bank
70102884,2.1,Site/area management
70102884,1.2,Resource & habitat protection
70102884,3.4.1,Captive breeding/artificial propagation
70102884,1.1,Site/area protection
70102884,3.4.2,Genome resource bank
70102452,2.1,Site/area management
70102452,1.2,Resource & habitat protection
70102452,3.4.1,Captive breeding/artificial propagation
70102452,3.4.2,Genome resource bank
70102783,2.1,Site/area management
70102783,1.2,Resource & habitat protection
70102783,3.4.1,Captive breeding/artificial propagation
70102783,1.1,Site/area protection
70102783,3.4.2,Genome resource bank
70102435,2.1,Site/area management
70102435,3.4.1,Captive breeding/artificial propagation
70102435,3.4.2,Genome resource bank
70102138,2.1,Site/area management
70102138,1.2,Resource & habitat protection
70102138,3.4.1,Captive breeding/artificial propagation
70102138,3.4.2,Genome resource bank
70102505,2.1,Site/area management
70102505,1.2,Resource & habitat protection
70102505,3.4.1,Captive breeding/artificial propagation
70102505,3.4.2,Genome resource bank
70102791,2.1,Site/area management
70102791,1.2,Resource & habitat protection
70102791,3.4.1,Captive breeding/artificial propagation
70102791,1.1,Site/area protection
70102791,3.4.2,Genome resource bank
70102553,2.1,Site/area management
70102553,3.4.1,Captive breeding/artificial propagation
70102553,1.1,Site/area protection
70102553,3.4.2,Genome resource bank
71639618,3.4.1,Captive breeding/artificial propagation
71639618,5.1.2,National level
32252,1.2,Resource & habitat protection
32252,3.4.2,Genome resource bank
